,id,fixations,fixmap,aim_nss,aim_auc,aim_ig,aim_cc,aim_kl,aim_sauc,aim_sim,rare_nss,rare_auc,rare_ig,rare_cc,rare_kl,rare_sauc,rare_sim,qss_nss,qss_auc,qss_ig,qss_cc,qss_kl,qss_sauc,qss_sim,lds_nss,lds_auc,lds_ig,lds_cc,lds_kl,lds_sauc,lds_sim,imsig_nss,imsig_auc,imsig_ig,imsig_cc,imsig_kl,imsig_sauc,imsig_sim,gbvs_nss,gbvs_auc,gbvs_ig,gbvs_cc,gbvs_kl,gbvs_sauc,gbvs_sim,gauss_nss,gauss_auc,gauss_ig,gauss_cc,gauss_kl,gauss_sauc,gauss_sim,fes_nss,fes_auc,fes_ig,fes_cc,fes_kl,fes_sauc,fes_sim,dva_nss,dva_auc,dva_ig,dva_cc,dva_kl,dva_sauc,dva_sim,cvs_nss,cvs_auc,cvs_ig,cvs_cc,cvs_kl,cvs_sauc,cvs_sim,cas_nss,cas_auc,cas_ig,cas_cc,cas_kl,cas_sauc,cas_sim,dgi_nss,dgi_auc,dgi_ig,dgi_cc,dgi_kl,dgi_sauc,dgi_sim,dgiie_nss,dgiie_auc,dgiie_ig,dgiie_cc,dgiie_kl,dgiie_sauc,dgiie_sim,dgii_nss,dgii_auc,dgii_ig,dgii_cc,dgii_kl,dgii_sauc,dgii_sim,icf_nss,icf_auc,icf_ig,icf_cc,icf_kl,icf_sauc,icf_sim,DoB,Gender
544,2.02112E+14,"[[896.9, 646.2], [1349.8, 809.1], [1476.3, 309.0], [213.6, 510.5], [420.9, 986.6], [398.4, 514.2], [646.0, 459.4], [1220.5, 751.8], [1663.7, 539.1], [1456.8, 316.8], [891.6, 196.0], [327.1, 162.8]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.735858572,0.668182188,-2.310552813,0.01754896,5.337984,0.690404318,0.000729083,0.776914637,0.69447618,-2.169796365,0.018538215,5.5576935,0.63981888,0.000934964,0.394430272,0.640702889,-2.376661676,0.009389068,5.426177,0.590003354,0.000706006,0.391294447,0.619463717,-2.433998642,0.009260225,5.994238,0.603511099,0.000871394,0.376255739,0.632030243,-2.398585854,0.008993759,5.3785233,0.590384498,0.000678838,0.696461391,0.690602368,-2.171237367,0.016676681,5.566677,0.626097695,0.00087598,0.057161725,0.29103867,-3.766281503,0.001411683,7.0351844,0.488565679,0.000662732,0.631498691,0.408885333,-2.436069546,0.015049765,6.0949745,0.637158495,0.001079623,0.540127218,0.656789721,-2.174820004,0.012923495,5.7477927,0.651245579,0.000898631,0.363450361,0.417373385,-3.224441268,0.008716101,6.677392,0.569886572,0.001065827,0.48582708,0.638674449,-2.345861016,0.011604773,5.4388666,0.59147457,0.00073754,0.09993671,0.520038723,-2.515416044,0.002486948,5.3477,0.472298451,0.000596838,0.09993671,0.520038723,-2.515416044,0.002486948,5.3477,0.472298451,0.000596838,0.09993671,0.520038723,-2.515416044,0.002486948,5.3477,0.472298451,0.000596838,0.60887605,0.687283588,-2.479429461,0.01434172,5.2629547,0.622187157,0.000608803,1997,MALE
546,2.02112E+14,"[[1037.3, 475.0], [1319.2, 789.4], [1176.8, 589.9], [433.8, 974.3], [1115.9, 570.6], [1424.6, 826.8], [1597.9, 498.6], [790.3, 238.8], [495.0, 162.6], [1077.6, -35.1], [1484.3, 279.3]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.487242383,0.613486042,-2.106817139,0.011094991,5.2528324,0.631864751,0.000619871,0.130427254,0.567391637,-2.37601755,0.002761428,5.4757037,0.510860526,0.00057722,0.270733841,0.553577383,-2.238536728,0.006187111,5.3408675,0.504216146,0.000609295,0.36747588,0.593098002,-2.266256572,0.008466062,5.908773,0.583774074,0.000786464,0.214751337,0.565613129,-2.222152083,0.004928326,5.293229,0.510669261,0.000580954,0.486940115,0.621793489,-2.107578864,0.011174939,5.482127,0.54310947,0.000719759,0.705390238,0.469117249,-2.939417819,0.016094235,6.9379897,0.563017663,0.001500258,0.312360288,0.474289925,-2.302637167,0.007077224,6.0125837,0.564123674,0.000753564,0.301095509,0.53515368,-2.35807044,0.00686434,5.6638956,0.520939361,0.000691033,0.132658042,0.476148335,-2.820801195,0.003040523,6.5956316,0.57766191,0.000690113,0.299083176,0.601766899,-2.139271369,0.00685109,5.3538427,0.551832818,0.000618413,0.221492641,0.502538036,-2.252698098,0.005077939,5.261481,0.465098294,0.000571387,0.221492641,0.502538036,-2.252698098,0.005077939,5.261481,0.465098294,0.000571387,0.221492641,0.502538036,-2.252698098,0.005077939,5.261481,0.465098294,0.000571387,0.5347352,0.653259551,-2.208911616,0.012316205,5.1771035,0.602534677,0.000554731,1988,MALE
547,2.02112E+14,"[[919.3, 812.9], [1130.2, 823.4], [178.2, 941.4], [221.8, 204.9], [1523.6, 347.6], [1487.1, 568.5], [1084.9, 519.9]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.03113958,0.452722934,-2.534426353,0.00064988,4.8076386,0.451440071,0.000338914,0.078418566,0.520236142,-2.689716684,0.001386501,5.029762,0.474413256,0.000355164,0.026711206,0.502380798,-2.601782735,0.000579707,4.895511,0.451662224,0.000340763,0.222863155,0.54513858,-2.722158232,0.00404219,5.46449,0.515080236,0.000433856,-0.013590675,0.52240712,-2.532119823,-0.000235953,4.84762,0.464337985,0.000332399,0.234313681,0.586196078,-2.436188634,0.004248509,5.037511,0.499477288,0.000393383,0.385257163,0.284868252,-3.32145235,0.007038653,6.499724,0.592036485,0.000674558,0.295498678,0.376998968,-2.594846253,0.005285783,5.5674157,0.590677435,0.000470308,0.130224242,0.489622578,-2.713828023,0.002379533,5.219081,0.459502901,0.000380246,-0.00853967,0.501638332,-3.223238064,-0.000207119,6.1515017,0.5312451,0.000325574,0.028300254,0.491546833,-2.612871787,0.000505215,4.9086146,0.427722022,0.000339968,0.466853225,0.659536875,-2.315454828,0.008567432,4.8149443,0.631501228,0.00039606,0.466853225,0.659536875,-2.315454828,0.008567432,4.8149443,0.631501228,0.00039606,0.466853225,0.659536875,-2.315454828,0.008567432,4.8149443,0.631501228,0.00039606,0.24031608,0.547054766,-2.461665362,0.004345435,4.731029,0.474543934,0.000342694,1980,MALE
548,2.02112E+14,"[[1318.8, 828.8], [1301.5, 492.7], [1489.3, 319.2], [1227.5, 905.9], [997.4, 883.9], [1032.0, 406.8], [1463.0, 268.4], [346.3, 411.1], [1636.2, 268.2], [1643.2, 479.9]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.052536637,0.463207753,-2.392150391,0.001162073,5.1597714,0.472621661,0.000487282,-0.205370947,0.460189175,-2.768635643,-0.004374747,5.383215,0.402725942,0.00039999,-0.201735517,0.455794893,-2.58987378,-0.004437544,5.2485175,0.401033663,0.000420678,0.148940532,0.579141125,-2.479232682,0.003290902,5.816723,0.552131357,0.000574536,-0.194837147,0.460244443,-2.486704148,-0.004256246,5.200372,0.38776985,0.000432341,0.514604566,0.65452302,-2.021600808,0.011252103,5.3880863,0.579756678,0.000664221,0.009454114,0.419274215,-3.662915505,0.000204107,6.856102,0.437797292,0.000489658,0.101175103,0.427756878,-2.643306435,0.002223718,5.920474,0.532564947,0.000546151,-0.065181561,0.482892499,-2.65442952,-0.00152447,5.5723042,0.450457373,0.000442854,-0.05765034,0.359989479,-3.285781754,-0.00126179,6.504414,0.534742042,0.000412801,-0.017546185,0.484391388,-2.479747666,-0.000498457,5.2609653,0.428448591,0.000471439,-0.11746476,0.450883393,-2.436682404,-0.002366167,5.1681843,0.408909623,0.000457557,-0.11746476,0.450883393,-2.436682404,-0.002366167,5.1681843,0.408909623,0.000457557,-0.11746476,0.450883393,-2.436682404,-0.002366167,5.1681843,0.408909623,0.000457557,0.4497358,0.628218922,-2.290137757,0.009825316,5.0830507,0.561699598,0.000499985,2009,MALE
549,2.02112E+14,"[[852.9, 741.1], [526.0, 752.4], [1382.2, 293.8], [930.7, 312.0], [331.2, 340.7], [793.2, 258.5], [302.2, 299.6], [335.7, 876.9], [882.0, 745.1]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.599243863,0.635910612,-2.099829592,0.012363481,5.0546203,0.655913323,0.00052505,0.426359731,0.571866717,-2.340066934,0.008571634,5.276315,0.526852868,0.000574858,0.911107289,0.621624403,-2.074410569,0.018840289,5.140795,0.587703785,0.00066046,0.68241026,0.639292907,-2.049901987,0.014227902,5.7088456,0.64203968,0.000826564,0.707589513,0.665841847,-2.049532173,0.01465332,5.093834,0.618368094,0.000578801,1.028511218,0.75031434,-1.730174831,0.021350425,5.2821236,0.695511648,0.000765537,-0.07623559,0.338895249,-3.246290231,-0.00159457,6.7532973,0.573962272,0.000342739,0.515535488,0.353307553,-2.458617341,0.010685366,5.813319,0.564418425,0.000741345,0.846988013,0.581781899,-2.114109064,0.017638398,5.4629045,0.571167216,0.000814473,0.219046359,0.349384366,-2.557794171,0.004653636,6.396625,0.593365045,0.000657769,0.518641504,0.612932651,-2.134650361,0.010721954,5.155147,0.564946945,0.000561393,0.930423153,0.677826488,-2.008681428,0.019235242,5.0618687,0.649459284,0.000586768,0.930423153,0.677826488,-2.008681428,0.019235242,5.0618687,0.649459284,0.000586768,0.930423153,0.677826488,-2.008681428,0.019235242,5.0618687,0.649459284,0.000586768,0.6706796,0.697843871,-2.229538836,0.013918309,4.978892,0.645200634,0.000459802,1983,MALE
550,2.02112E+14,"[[1129.6, 811.0], [233.4, 869.5], [497.3, 242.0], [1028.5, 297.2], [1026.2, 38.0], [492.1, 199.8], [949.7, -37.4], [1397.1, 874.3], [1204.4, 531.6]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",-0.205540967,0.395236722,-2.149003841,-0.004293195,5.056247,0.405222182,0.00039711,-0.308415061,0.418891221,-2.556178482,-0.006634815,5.279583,0.358997032,0.000318026,-0.384092111,0.385065653,-2.383065824,-0.007999051,5.1449704,0.332947107,0.000332275,-0.222474726,0.442194039,-2.766610746,-0.004596996,5.7155204,0.415609627,0.000301985,-0.417946321,0.373996113,-2.299749657,-0.008701543,5.09685,0.296804488,0.000341775,-0.139033884,0.478859075,-2.279420076,-0.002900415,5.2869716,0.377749319,0.000384515,-0.010522627,0.569795009,-3.330884369,-0.00018853,6.752317,0.490019108,0.000419759,-0.19910856,0.446010823,-2.951123838,-0.004131498,5.8188105,0.425448225,0.000309737,-0.427346257,0.322554494,-2.965819748,-0.008803747,5.4702363,0.287555393,0.000238229,-0.246772999,0.484809238,-3.360328533,-0.005138976,6.402722,0.398879945,0.000178657,0.000173604,0.533702347,-2.015154803,-1.93E-05,5.15682,0.481827052,0.000429849,-0.279500467,0.430030429,-2.187476759,-0.005849626,5.064468,0.395231126,0.000382437,-0.279500467,0.430030429,-2.187476759,-0.005849626,5.064468,0.395231126,0.000382437,-0.279500467,0.430030429,-2.187476759,-0.005849626,5.064468,0.395231126,0.000382437,0.027411131,0.475235696,-1.983121731,0.000517943,4.9792557,0.403555312,0.000431192,1986,FEMALE
551,2.02112E+14,"[[1280.0, 752.8], [525.6, 662.0], [812.8, 652.5], [401.0, 527.8], [353.9, 964.7], [1338.3, 827.5], [1216.3, 125.1], [535.9, 18.0], [180.3, 942.0]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.196851448,0.49027906,-2.381702368,0.004148859,5.0554214,0.505275034,0.000461953,0.836194276,0.652121092,-2.132085321,0.017776345,5.2743382,0.614536326,0.000730323,0.534704575,0.643744871,-2.221571549,0.011101647,5.1419997,0.600886287,0.000565834,0.519870598,0.500730527,-2.65242995,0.01077756,5.7100687,0.498129853,0.000730415,0.478930359,0.637683524,-2.235343454,0.009853968,5.0944543,0.603935439,0.000530093,0.413915476,0.578901725,-2.433948674,0.008560395,5.2846794,0.499715412,0.000564584,-0.02366522,0.383718217,-3.641983613,-0.000505757,6.752538,0.524220433,0.000402382,0.606530537,0.450373593,-2.596210849,0.012482196,5.812653,0.528387608,0.000793686,0.904912298,0.768479332,-1.981942228,0.018668852,5.46262,0.67119974,0.00083693,0.445745114,0.531258375,-3.119429639,0.009190119,6.393802,0.513182502,0.000879721,0.369882782,0.586504066,-2.346920382,0.007630298,5.1556277,0.539862585,0.000523531,0.101005547,0.600441982,-2.449476187,0.002243856,5.063629,0.56705086,0.000448363,0.101005547,0.600441982,-2.449476187,0.002243856,5.063629,0.56705086,0.000448363,0.101005547,0.600441982,-2.449476187,0.002243856,5.063629,0.56705086,0.000448363,0.23104426,0.570795168,-2.363902991,0.004613344,4.979144,0.518986055,0.000439936,1988,FEMALE
552,2.02112E+14,"[[1214.3, 897.6], [241.6, 960.0], [1685.5, 450.9], [333.7, 938.0], [957.9, 347.1]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.010061882,0.474054286,-1.915746783,0.000228859,4.475946,0.494310282,0.000240247,-0.163216536,0.512330362,-2.104894732,-0.00261539,4.6987166,0.440669594,0.000206009,0.198046247,0.611556645,-1.812586306,0.002958509,4.5635195,0.554957922,0.000265903,-0.23751571,0.426033244,-2.696497821,-0.003613894,5.134981,0.40223198,0.000163868,0.266699145,0.627336337,-1.77604494,0.004177301,4.5154624,0.583315038,0.000270539,-0.166307737,0.47382925,-2.212108706,-0.00256682,4.7069125,0.362312477,0.000208874,-0.13721722,0.63395118,-3.476617144,-0.002081402,6.1734014,0.431961215,0.000153948,-0.128531912,0.424598168,-2.516281222,-0.001949599,5.2379527,0.458873033,0.000196603,-0.052769214,0.489141207,-2.181637286,-0.000755308,4.888087,0.462788145,0.000226667,-0.250499554,0.46508628,-3.381709765,-0.003823696,5.8214326,0.343304061,9.95E-05,-0.054954628,0.510551517,-1.992541598,-0.000815132,4.5770483,0.447475302,0.000231495,0.26346879,0.617104525,-1.802258014,0.00409831,4.4836807,0.572283205,0.000263821,0.26346879,0.617104525,-1.802258014,0.00409831,4.4836807,0.572283205,0.000263821,0.26346879,0.617104525,-1.802258014,0.00409831,4.4836807,0.572283205,0.000263821,0.23336622,0.548681148,-1.874610614,0.003403083,4.399338,0.474917673,0.000244353,1984,FEMALE
554,2.02112E+14,"[[921.1, 625.6], [841.3, 569.2], [355.9, 185.2], [1431.1, 201.8], [1205.8, 654.7], [1693.7, 518.9], [1504.3, 209.1], [1643.7, 464.6], [1692.3, 496.9], [351.1, 407.5], [314.1, 912.4], [355.0, 395.4], [226.7, 372.0], [238.1, 167.3]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",-0.10458802,0.422707034,-2.140817057,-0.002701532,5.4924884,0.428048717,0.000643145,-0.047668287,0.476835106,-2.442227187,-0.000632345,5.7146573,0.43194292,0.000655703,0.008675938,0.525850731,-2.174594975,0.000272404,5.580004,0.477869688,0.000673176,-0.028224234,0.495994805,-2.60838491,-0.000666285,6.1505136,0.464978307,0.000645868,0.163374384,0.549894177,-2.034399538,0.004262976,5.531374,0.493302755,0.000722976,0.236715488,0.593166769,-1.956755598,0.006162782,5.7211885,0.501607339,0.000789773,0.381877639,0.533783441,-3.242388413,0.009872799,7.179935,0.458790706,0.001343445,0.202759821,0.37372927,-2.559715367,0.005210808,6.251202,0.500947415,0.000858313,0.043337814,0.50249561,-2.301626847,0.001116693,5.903741,0.476412629,0.00069937,0.530479873,0.391902221,-2.930717564,0.013675611,6.8252397,0.442273012,0.001503427,0.042363578,0.484461304,-2.191197219,0.00113214,5.59293,0.421913387,0.000686313,-0.049853178,0.48010849,-2.113385842,-0.001274822,5.5003567,0.440587267,0.000656073,-0.049853178,0.48010849,-2.113385842,-0.001274822,5.5003567,0.440587267,0.000656073,-0.049853178,0.48010849,-2.113385842,-0.001274822,5.5003567,0.440587267,0.000656073,0.31872034,0.576836505,-2.014897579,0.008263387,5.415321,0.513793058,0.000691024,1990,FEMALE
555,2.02112E+14,"[[1337.9, 798.3], [1364.8, 256.3], [404.2, 524.4], [1642.6, 677.0], [228.7, 941.9], [297.6, 353.0]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.478774529,0.586096886,-2.157599367,0.008041291,4.65498,0.59597207,0.000337159,0.43221451,0.619142944,-2.280969856,0.007444396,4.8766456,0.578027808,0.000389392,0.229607966,0.583334615,-2.276802935,0.003920885,4.743024,0.538800463,0.000325872,0.103817581,0.538265835,-2.578019378,0.001789934,5.313164,0.508781559,0.000327453,0.228071288,0.605515474,-2.191253898,0.003814047,4.6951175,0.560190267,0.000318331,0.899614239,0.707556307,-1.859550076,0.015172009,4.8837094,0.64661849,0.000481373,-0.350915777,0.373741397,-4.29696202,-0.005942881,6.3553615,0.389452982,2.09E-05,0.117154722,0.308209694,-2.76457079,0.001974944,5.4164762,0.523539456,0.0003337,0.343598394,0.562174679,-2.297969418,0.0058501,5.066264,0.549502988,0.000390826,-0.307329516,0.343804337,-3.680091776,-0.005187202,6.0019526,0.440099402,7.95E-05,-0.10155111,0.491237122,-2.453052439,-0.001796145,4.756842,0.430403098,0.000268762,0.68672829,0.714637446,-2.032709993,0.011621207,4.66267,0.689108428,0.00036402,0.68672829,0.714637446,-2.032709993,0.011621207,4.66267,0.689108428,0.00036402,0.68672829,0.714637446,-2.032709993,0.011621207,4.66267,0.689108428,0.00036402,0.42382827,0.611170807,-2.234373646,0.007054803,4.578905,0.544395658,0.000299023,1982,MALE
556,2.02112E+14,"[[974.5, 736.9], [836.6, 831.5], [1429.1, 304.1], [769.2, 299.7], [262.1, 480.8], [225.1, 979.9], [1173.4, 543.0], [1369.5, 467.2], [1204.9, 138.2], [1719.6, 570.5], [1226.6, 341.1]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.527888081,0.621386169,-1.800220285,0.01180869,5.2527547,0.633270133,0.000625931,0.341199306,0.63242119,-1.824130981,0.007599013,5.474555,0.562252603,0.000667544,0.437150173,0.6119213,-1.824183173,0.009994727,5.3402123,0.562610185,0.000660765,0.554054652,0.64996866,-1.641869081,0.012669984,5.907125,0.643656654,0.000915969,0.303752826,0.608676654,-1.857506634,0.006972791,5.292937,0.553728836,0.000603892,0.769698311,0.711294226,-1.574862016,0.017623053,5.480702,0.654151282,0.000831757,0.148383266,0.385852013,-2.702717837,0.003395945,6.9477735,0.584655557,0.000731304,0.246989122,0.419052253,-2.125404327,0.005697509,6.013148,0.557421082,0.000709134,0.400394283,0.603335637,-1.787515436,0.009181322,5.663185,0.594800918,0.000746852,0.056433056,0.424899838,-2.369813195,0.001281248,6.596842,0.593195955,0.000594959,0.481650699,0.664001047,-1.748214691,0.01103009,5.3531227,0.61642218,0.000674991,0.441867422,0.648955768,-1.795770961,0.010031384,5.2609143,0.601794565,0.000615992,0.441867422,0.648955768,-1.795770961,0.010031384,5.2609143,0.601794565,0.000615992,0.441867422,0.648955768,-1.795770961,0.010031384,5.2609143,0.601794565,0.000615992,0.62495047,0.706718208,-1.898444578,0.014165608,5.1770463,0.637461331,0.000559096,2006,MALE
557,2.02112E+14,"[[1242.2, 694.8], [295.4, 461.4], [171.4, 965.1], [1558.6, 608.2], [1230.4, 448.7], [1410.0, 545.8], [892.8, -20.3], [903.1, 230.5], [597.9, 395.9]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",-0.098733104,0.433497139,-2.104270597,-0.00210943,5.0560336,0.448804732,0.000413883,-0.343543736,0.428414018,-2.532973057,-0.006813303,5.2796226,0.371569704,0.000315011,-0.246155713,0.438569214,-2.298166361,-0.005029094,5.144509,0.384172867,0.000368591,0.083196878,0.546816992,-2.265228145,0.001685086,5.713292,0.529038094,0.000477043,-0.1804072,0.465080557,-2.210161507,-0.003707295,5.096205,0.400841566,0.000392461,0.404575116,0.61801368,-1.951323489,0.008347077,5.2847214,0.550605765,0.000561233,-0.013151146,0.360223279,-2.851654986,-0.000311896,6.752403,0.57959304,0.000413001,-0.070383856,0.476282463,-2.58288604,-0.001425559,5.8178077,0.496117413,0.00038856,-0.347355578,0.399856558,-2.690630045,-0.007211543,5.469795,0.366081229,0.000272927,-0.103921729,0.497897327,-2.740233825,-0.002108146,6.400834,0.599849575,0.000326943,0.002361233,0.53338323,-2.114945815,6.36E-05,5.156808,0.479987397,0.000430865,0.024049275,0.473517759,-2.044826169,0.00051229,5.0638084,0.417987966,0.000434259,0.024049275,0.473517759,-2.044826169,0.00051229,5.0638084,0.417987966,0.000434259,0.024049275,0.473517759,-2.044826169,0.00051229,5.0638084,0.417987966,0.000434259,0.35374624,0.601966463,-2.007902443,0.007517154,4.979066,0.53328658,0.000446136,1984,FEMALE
558,2.02112E+14,"[[1311.9, 869.3], [682.1, 42.1], [300.7, 566.4], [338.4, 990.1], [1383.7, 796.4], [1710.9, 274.6], [1637.1, 697.7], [1090.9, 482.2], [841.8, 793.5], [874.2, 232.9], [968.7, -49.0]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0.223045342,0.529366781,-2.010921896,0.005091159,5.2534804,0.551308918,0.000568891,0.444190195,0.647574324,-1.879464653,0.010054147,5.4739733,0.594468283,0.000713385,0.525140418,0.62365672,-1.925732596,0.012055616,5.3398566,0.579591192,0.000688624,0.244413287,0.532548353,-2.30898344,0.005557847,5.909913,0.510486312,0.000696874,0.354610819,0.61815097,-1.928832038,0.008181208,5.292764,0.57321292,0.00061745,0.283659899,0.5969605,-2.088159285,0.006513758,5.4831576,0.519542295,0.000638799,0.038702356,0.50026705,-3.55252481,0.000937392,6.9496675,0.458794864,0.000582425,0.196144881,0.555650026,-2.504605104,0.004554618,6.0136175,0.508132921,0.00067233,0.431989348,0.566053799,-2.028973216,0.009953474,5.6629496,0.560572797,0.000765455,-0.093476083,0.476030823,-3.083165326,-0.002160196,6.599211,0.489996008,0.000408822,0.304452809,0.584230928,-1.952119378,0.006884674,5.3538356,0.536049296,0.000618868,0.382401211,0.64781941,-1.99315685,0.008516098,5.2610874,0.612513721,0.000602347,0.382401211,0.64781941,-1.99315685,0.008516098,5.2610874,0.612513721,0.000602347,0.382401211,0.64781941,-1.99315685,0.008516098,5.2610874,0.612513721,0.000602347,0.2968023,0.593463893,-2.027098639,0.0066542,5.177272,0.527442371,0.000541366,1978,MALE
559,2.02112E+14,"[[934.8, 660.5], [1191.0, 648.5], [1350.0, 840.2], [1629.5, 262.9], [353.6, 449.4], [871.8, 600.5], [230.0, 929.5]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",-0.310574614,0.353994378,-2.615386456,-0.005633452,4.80818,0.36554545,0.000296348,0.609112482,0.555952755,-2.436802766,0.010805715,5.027975,0.502901051,0.000495473,0.243134416,0.576507845,-2.413432568,0.004478134,4.894978,0.52958549,0.000382805,0.528534759,0.595902797,-2.380802193,0.009683891,5.462726,0.581830537,0.000572511,0.511595953,0.658175445,-2.206432926,0.009342124,4.8465285,0.602569129,0.000418132,0.476896195,0.655235172,-2.169785401,0.008658928,5.036735,0.573989859,0.000454499,1.003710023,0.353515398,-2.499789412,0.018404908,6.492737,0.584195808,0.001223677,0.931829913,0.521392416,-2.225999325,0.017021436,5.5635805,0.603457739,0.00077181,0.406842256,0.565323091,-2.395983598,0.007444211,5.2178426,0.558386911,0.000477591,1.552620638,0.56918119,-2.251957523,0.028373596,6.13581,0.61744028,0.001558851,0.430511337,0.574308657,-2.352699318,0.007894966,4.9075994,0.520006795,0.000419784,-0.071840684,0.484974024,-2.4971352,-0.001150635,4.815831,0.446957817,0.000326245,-0.071840684,0.484974024,-2.4971352,-0.001150635,4.815831,0.446957817,0.000326245,-0.071840684,0.484974024,-2.4971352,-0.001150635,4.815831,0.446957817,0.000326245,0.4681806,0.635941453,-2.365200353,0.008493127,4.73093,0.581190215,0.000350504,1994,MALE
